"id","instrial","latency_bin","key","binmedian","npress","nreward","switch","bincenter","curkey","tdiff"
41,1,"[ 100, 150)",0,NA,0,0,0,125,1,125
41,1,"[ 150, 200)",0,NA,0,0,0,175,1,175
41,1,"[ 200, 250)",0,NA,0,0,0,225,1,225
41,1,"[ 250, 300)",0,NA,0,0,0,275,1,275
41,1,"[ 300, 350)",0,NA,0,0,0,325,1,325
41,1,"[ 350, 400)",0,NA,0,0,0,375,1,375
41,1,"[ 400, 450)",0,NA,0,0,0,425,1,425
41,1,"[ 450, 500)",0,NA,0,0,0,475,1,475
41,1,"[ 500, 550)",0,NA,0,0,0,525,1,525
41,1,"[ 550, 600)",0,NA,0,0,0,575,1,575
41,1,"[ 600, 650)",0,NA,0,0,0,625,1,625
41,1,"[ 650, 700)",0,NA,0,0,0,675,1,675
41,1,"[ 700, 750)",1,711.429611968924,1,1,0,725,1,711.429611968924
41,1,"[ 750, 800)",0,NA,0,0,0,775,1,63.570388031076
41,1,"[ 800, 850)",0,NA,0,0,0,825,1,113.570388031076
41,1,"[ 850, 900)",0,NA,0,0,0,875,1,163.570388031076
41,1,"[ 900, 950)",0,NA,0,0,0,925,1,213.570388031076
41,1,"[ 950,1000)",0,NA,0,0,0,975,1,263.570388031076
41,1,"[1000,1050)",0,NA,0,0,0,1025,1,313.570388031076
41,1,"[1050,1100)",0,NA,0,0,0,1075,1,363.570388031076
41,1,"[1100,1150)",0,NA,0,0,0,1125,1,413.570388031076
41,1,"[1150,1200)",1,1161.55873393291,1,0,0,1175,1,450.129121963986
41,1,"[1200,1250)",0,NA,0,0,0,1225,1,63.4412660670901
41,1,"[1250,1300)",0,NA,0,0,0,1275,1,113.44126606709
41,1,"[1300,1350)",1,1344.99668917852,1,1,0,1325,1,183.43795524561
41,1,"[1350,1400)",0,NA,0,0,0,1375,1,30.00331082148
41,1,"[1400,1450)",0,NA,0,0,0,1425,1,80.00331082148
41,1,"[1450,1500)",0,NA,0,0,0,1475,1,130.00331082148
41,1,"[1500,1550)",1,1544.98179048824,1,1,0,1525,1,199.98510130972
41,1,"[1550,1600)",0,NA,0,0,0,1575,1,30.01820951176
41,1,"[1600,1650)",0,NA,0,0,0,1625,1,80.01820951176
41,1,"[1650,1700)",0,NA,0,0,0,1675,1,130.01820951176
41,1,"[1700,1750)",0,NA,0,0,0,1725,1,180.01820951176
41,1,"[1750,1800)",1,1761.58720698731,1,0,0,1775,1,216.60541649907
41,1,"[1800,1850)",0,NA,0,0,0,1825,1,63.4127930126899
41,1,"[1850,1900)",0,NA,0,0,0,1875,1,113.41279301269
41,1,"[1900,1950)",1,1944.95199310768,1,0,0,1925,1,183.36478612037
41,1,"[1950,2000)",0,NA,0,0,0,1975,1,30.04800689232
41,1,"[2000,2050)",0,NA,0,0,0,2025,1,80.04800689232
41,1,"[2050,2100)",0,NA,0,0,0,2075,1,130.04800689232
41,1,"[2100,2150)",1,2144.84869553417,1,0,0,2125,1,199.89670242649
41,1,"[2150,2200)",0,NA,0,0,0,2175,1,30.15130446583
41,1,"[2200,2250)",0,NA,0,0,0,2225,1,80.15130446583
41,1,"[2250,2300)",0,NA,0,0,0,2275,1,130.15130446583
41,1,"[2300,2350)",1,2328.15885312448,1,0,0,2325,1,183.31015759031
41,1,"[2350,2400)",0,NA,0,0,0,2375,1,46.8411468755198
41,1,"[2400,2450)",0,NA,0,0,0,2425,1,96.8411468755198
41,1,"[2450,2500)",0,NA,0,0,0,2475,1,146.84114687552
41,1,"[2500,2550)",1,2528.18070453941,1,0,0,2525,1,200.02185141493
41,1,"[2550,2600)",0,NA,0,0,0,2575,1,46.8192954605902
41,1,"[2600,2650)",0,NA,0,0,0,2625,1,96.8192954605902
