"id","instrial","latency_bin","key","binmedian","npress","nreward","switch","bincenter","curkey","tdiff"
17,1,"[ 100, 150)",0,NA,0,0,0,125,1,125
17,1,"[ 150, 200)",0,NA,0,0,0,175,1,175
17,1,"[ 200, 250)",0,NA,0,0,0,225,1,225
17,1,"[ 250, 300)",0,NA,0,0,0,275,1,275
17,1,"[ 300, 350)",0,NA,0,0,0,325,1,325
17,1,"[ 350, 400)",0,NA,0,0,0,375,1,375
17,1,"[ 400, 450)",0,NA,0,0,0,425,1,425
17,1,"[ 450, 500)",0,NA,0,0,0,475,1,475
17,1,"[ 500, 550)",0,NA,0,0,0,525,1,525
17,1,"[ 550, 600)",0,NA,0,0,0,575,1,575
17,1,"[ 600, 650)",0,NA,0,0,0,625,1,625
17,1,"[ 650, 700)",0,NA,0,0,0,675,1,675
17,1,"[ 700, 750)",0,NA,0,0,0,725,1,725
17,1,"[ 750, 800)",0,NA,0,0,0,775,1,775
17,1,"[ 800, 850)",0,NA,0,0,0,825,1,825
17,1,"[ 850, 900)",0,NA,0,0,0,875,1,875
17,1,"[ 900, 950)",0,NA,0,0,0,925,1,925
17,1,"[ 950,1000)",0,NA,0,0,0,975,1,975
17,1,"[1000,1050)",1,1040.56998901069,1,0,0,1025,1,1040.56998901069
17,1,"[1050,1100)",0,NA,0,0,0,1075,1,34.4300109893099
17,1,"[1100,1150)",0,NA,0,0,0,1125,1,84.4300109893099
17,1,"[1150,1200)",0,NA,0,0,0,1175,1,134.43001098931
17,1,"[1200,1250)",1,1240.62097538263,1,0,0,1225,1,200.05098637194
17,1,"[1250,1300)",0,NA,0,0,0,1275,1,34.3790246173701
17,1,"[1300,1350)",0,NA,0,0,0,1325,1,84.3790246173701
17,1,"[1350,1400)",0,NA,0,0,0,1375,1,134.37902461737
17,1,"[1400,1450)",1,1407.69133996218,1,0,0,1425,1,167.07036457955
17,1,"[1450,1500)",0,NA,0,0,0,1475,1,67.3086600378199
17,1,"[1500,1550)",0,NA,0,0,0,1525,1,117.30866003782
17,1,"[1550,1600)",1,1590.95288394019,1,0,0,1575,1,183.26154397801
17,1,"[1600,1650)",0,NA,0,0,0,1625,1,34.0471160598099
17,1,"[1650,1700)",0,NA,0,0,0,1675,1,84.0471160598099
17,1,"[1700,1750)",0,NA,0,0,0,1725,1,134.04711605981
17,1,"[1750,1800)",1,1790.47447210178,1,0,0,1775,1,199.52158816159
17,1,"[1800,1850)",0,NA,0,0,0,1825,1,34.5255278982199
17,1,"[1850,1900)",0,NA,0,0,0,1875,1,84.5255278982199
17,1,"[1900,1950)",0,NA,0,0,0,1925,1,134.52552789822
17,1,"[1950,2000)",1,1973.68502966128,1,0,0,1975,1,183.2105575595
17,1,"[2000,2050)",0,NA,0,0,0,2025,1,51.3149703387201
17,1,"[2050,2100)",0,NA,0,0,0,2075,1,101.31497033872
17,1,"[2100,2150)",0,NA,0,0,0,2125,1,151.31497033872
17,1,"[2150,2200)",0,NA,0,0,0,2175,1,201.31497033872
17,1,"[2200,2250)",0,NA,0,0,0,2225,1,251.31497033872
17,1,"[2250,2300)",2,2273.58073904179,1,0,1,2275,2,299.89570938051
17,1,"[2300,2350)",0,NA,0,0,0,2325,2,51.4192609582101
17,1,"[2350,2400)",0,NA,0,0,0,2375,2,101.41926095821
17,1,"[2400,2450)",2,2440.28592156246,1,0,0,2425,2,166.70518252067
17,1,"[2450,2500)",0,NA,0,0,0,2475,2,34.7140784375401
17,1,"[2500,2550)",0,NA,0,0,0,2525,2,84.7140784375401
17,1,"[2550,2600)",2,2590.55624902248,1,0,0,2575,2,150.27032746002
17,1,"[2600,2650)",0,NA,0,0,0,2625,2,34.4437509775198
17,1,"[2650,2700)",0,NA,0,0,0,2675,2,84.4437509775198
17,1,"[2700,2750)",0,NA,0,0,0,2725,2,134.44375097752
17,1,"[2750,2800)",2,2756.66714133695,1,1,0,2775,2,166.11089231447
17,1,"[2800,2850)",0,NA,0,0,0,2825,2,68.33285866305
17,1,"[2850,2900)",0,NA,0,0,0,2875,2,118.33285866305
17,1,"[2900,2950)",2,2923.39847912081,1,0,0,2925,2,166.73133778386
17,1,"[2950,3000)",0,NA,0,0,0,2975,2,51.60152087919
17,1,"[3000,3050)",0,NA,0,0,0,3025,2,101.60152087919
17,1,"[3050,3100)",2,3089.99639120884,1,0,0,3075,2,166.59791208803
17,1,"[3100,3150)",0,NA,0,0,0,3125,2,35.0036087911599
17,1,"[3150,3200)",0,NA,0,0,0,3175,2,85.0036087911599
17,1,"[3200,3250)",2,3240.03661749884,1,0,0,3225,2,150.04022629
17,1,"[3250,3300)",0,NA,0,0,0,3275,2,34.9633825011601
17,1,"[3300,3350)",0,NA,0,0,0,3325,2,84.9633825011601
17,1,"[3350,3400)",2,3390.2586074546,1,0,0,3375,2,150.22198995576
17,1,"[3400,3450)",0,NA,0,0,0,3425,2,34.7413925453998
17,1,"[3450,3500)",0,NA,0,0,0,3475,2,84.7413925453998
17,1,"[3500,3550)",0,NA,0,0,0,3525,2,134.7413925454
17,1,"[3550,3600)",2,3556.41849944368,1,0,0,3575,2,166.15989198908
17,1,"[3600,3650)",0,NA,0,0,0,3625,2,68.58150055632
17,1,"[3650,3700)",0,NA,0,0,0,3675,2,118.58150055632
17,1,"[3700,3750)",2,3723.34981011227,1,0,0,3725,2,166.93131066859
17,1,"[3750,3800)",0,NA,0,0,0,3775,2,51.65018988773
17,1,"[3800,3850)",0,NA,0,0,0,3825,2,101.65018988773
