"id","instrial","latency_bin","key","binmedian","npress","nreward","switch","bincenter","curkey","tdiff"
66,1,"[   0,  50)",0,NA,0,0,0,25,NA,25
66,1,"[  50, 100)",0,NA,0,0,0,75,NA,75
66,1,"[ 100, 150)",0,NA,0,0,0,125,NA,125
66,1,"[ 150, 200)",0,NA,0,0,0,175,NA,175
66,1,"[ 200, 250)",0,NA,0,0,0,225,NA,225
66,1,"[ 250, 300)",0,NA,0,0,0,275,NA,275
66,1,"[ 300, 350)",0,NA,0,0,0,325,NA,325
66,1,"[ 350, 400)",0,NA,0,0,0,375,NA,375
66,1,"[ 400, 450)",0,NA,0,0,0,425,NA,425
66,1,"[ 450, 500)",0,NA,0,0,0,475,NA,475
66,1,"[ 500, 550)",0,NA,0,0,0,525,NA,525
66,1,"[ 550, 600)",0,NA,0,0,0,575,NA,575
66,1,"[ 600, 650)",0,NA,0,0,0,625,NA,625
66,1,"[ 650, 700)",0,NA,0,0,0,675,NA,675
66,1,"[ 700, 750)",0,NA,0,0,0,725,NA,725
66,1,"[ 750, 800)",0,NA,0,0,0,775,NA,775
66,1,"[ 800, 850)",0,NA,0,0,0,825,NA,825
66,1,"[ 850, 900)",0,NA,0,0,0,875,NA,875
66,1,"[ 900, 950)",0,NA,0,0,0,925,NA,925
66,1,"[ 950,1000)",0,NA,0,0,0,975,NA,975
66,1,"[1000,1050)",0,NA,0,0,0,1025,NA,1025
66,1,"[1050,1100)",0,NA,0,0,0,1075,NA,1075
66,1,"[1100,1150)",0,NA,0,0,0,1125,NA,1125
66,1,"[1150,1200)",0,NA,0,0,0,1175,NA,1175
66,1,"[1200,1250)",0,NA,0,0,0,1225,NA,1225
66,1,"[1250,1300)",0,NA,0,0,0,1275,NA,1275
66,1,"[1300,1350)",0,NA,0,0,0,1325,NA,1325
66,1,"[1350,1400)",0,NA,0,0,0,1375,NA,1375
66,1,"[1400,1450)",0,NA,0,0,0,1425,NA,1425
66,1,"[1450,1500)",0,NA,0,0,0,1475,NA,1475
66,1,"[1500,1550)",0,NA,0,0,0,1525,NA,1525
66,1,"[1550,1600)",0,NA,0,0,0,1575,NA,1575
66,1,"[1600,1650)",0,NA,0,0,0,1625,NA,1625
66,1,"[1650,1700)",0,NA,0,0,0,1675,NA,1675
66,1,"[1700,1750)",0,NA,0,0,0,1725,NA,1725
66,1,"[1750,1800)",0,NA,0,0,0,1775,NA,1775
66,1,"[1800,1850)",0,NA,0,0,0,1825,NA,1825
66,1,"[1850,1900)",0,NA,0,0,0,1875,NA,1875
66,1,"[1900,1950)",0,NA,0,0,0,1925,NA,1925
66,1,"[1950,2000)",0,NA,0,0,0,1975,NA,1975
66,1,"[2000,2050)",0,NA,0,0,0,2025,NA,2025
66,1,"[2050,2100)",0,NA,0,0,0,2075,NA,2075
66,1,"[2100,2150)",0,NA,0,0,0,2125,NA,2125
66,1,"[2150,2200)",0,NA,0,0,0,2175,NA,2175
66,1,"[2200,2250)",0,NA,0,0,0,2225,NA,2225
66,1,"[2250,2300)",0,NA,0,0,0,2275,NA,2275
66,1,"[2300,2350)",0,NA,0,0,0,2325,NA,2325
66,1,"[2350,2400)",0,NA,0,0,0,2375,NA,2375
66,1,"[2400,2450)",0,NA,0,0,0,2425,NA,2425
66,1,"[2450,2500)",0,NA,0,0,0,2475,NA,2475
66,1,"[2500,2550)",0,NA,0,0,0,2525,NA,2525
66,1,"[2550,2600)",0,NA,0,0,0,2575,NA,2575
66,1,"[2600,2650)",0,NA,0,0,0,2625,NA,2625
66,1,"[2650,2700)",0,NA,0,0,0,2675,NA,2675
66,1,"[2700,2750)",0,NA,0,0,0,2725,NA,2725
66,1,"[2750,2800)",0,NA,0,0,0,2775,NA,2775
66,1,"[2800,2850)",0,NA,0,0,0,2825,NA,2825
66,1,"[2850,2900)",0,NA,0,0,0,2875,NA,2875
66,1,"[2900,2950)",0,NA,0,0,0,2925,NA,2925
66,1,"[2950,3000)",0,NA,0,0,0,2975,NA,2975
66,1,"[3000,3050)",0,NA,0,0,0,3025,NA,3025
66,1,"[3050,3100)",0,NA,0,0,0,3075,NA,3075
